DataCode,DataDesc,Chat,Jess,Jess0,Label
4400,performed [calculation] with [result],12-1.5,CE-E,CE,5.0
5000,sent [chat] of [type],dropping to 8xxohm,CEC-R,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],3.57v,SSI-O,SSI,11.0
5000,sent [chat] of [type],Someone bump theirs up one,CP-S,CP,8.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
6000,clicked submit,,CM-S,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4400,performed [calculation] with [result],12-1.5,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4400,performed [calculation] with [result],10.5-3.78,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],Bumping down to 680,CEC-R,CEC,4.0
5000,sent [chat] of [type],3.92v,SSI-O,SSI,11.0
4400,performed [calculation] with [result],12-1.5,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4400,performed [calculation] with [result],10.5-3.78,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],alrighty,SESU-A,SESU,1.0
5000,sent [chat] of [type],mine is 1.66 now,SSI-O,SSI,11.0
4400,performed [calculation] with [result],6.720000000000001-2.17,CE-E,CE,5.0
5000,sent [chat] of [type],bumping back up,CEC-R,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],let me calculate,CEC-R,CEC,4.0
5000,sent [chat] of [type],Yo are you right to my right lol,SMC-O,SMC,3.0
4400,performed [calculation] with [result],4.550000000000001/820,CE-E,CE,5.0
5000,sent [chat] of [type],Who's hamster lol,SMC-O,SMC,3.0
5000,sent [chat] of [type],I got the voltage we need to calculate the resistances,SSI-O,SSI,11.0
5000,sent [chat] of [type],Current we need *,SESU-A,SESU,1.0
5000,sent [chat] of [type],What's that,SESU-P,SESU,1.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],.005548780 amps,SSI-O,SSI,11.0
5000,sent [chat] of [type],use our goal voltage divide it,CP-S,CP,8.0
4400,performed [calculation] with [result],2.17/.005548780,CE-E,CE,5.0
5000,sent [chat] of [type],yertt,SMC-R,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],mine is 390,SSI-O,SSI,11.0
5000,sent [chat] of [type],i am 270n,SSI-O,SSI,11.0
5000,sent [chat] of [type],I did 3.78v/.0054870 and got 688.801Ohm,CEC-R,CEC,4.0
5000,sent [chat] of [type],divide your voltage by the current,CP-S,CP,8.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],great,SMC-R,SMC,3.0
5000,sent [chat] of [type],DOPE,SMC-R,SMC,3.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],gi,SMC-O,SMC,3.0
5000,sent [chat] of [type],Hes full of shit,SMC-I,SMC,3.0
5000,sent [chat] of [type],SUP FBI AGENT,SMC-R,SMC,3.0
5000,sent [chat] of [type],HOW YA DOIN,SMC-R,SMC,3.0
5000,sent [chat] of [type],HOW YA DAY BEEN,SMC-R,SMC,3.0
5000,sent [chat] of [type],How'd you guys calculate the current,SESU-P,SESU,1.0
5000,sent [chat] of [type],my goal is 2.46,SSI-O,SSI,11.0
5000,sent [chat] of [type],Mine's 3.51,SSI-O,SSI,11.0
5000,sent [chat] of [type],feels bad man,SMC-R,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
5000,sent [chat] of [type],play pubg all the day,SMC-O,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
5000,sent [chat] of [type],my goal is 2.91,SSI-O,SSI,11.0
5000,sent [chat] of [type],i have a plan,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
5000,sent [chat] of [type],Oh wait i'm the first resistor in the circuit,SSI-O,SSI,11.0
5000,sent [chat] of [type],Alright bet,SESU-A,SESU,1.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CEU,CEU,6.0
5000,sent [chat] of [type],at 390,SSI-O,SSI,11.0
5000,sent [chat] of [type],shows 3.79ohm,SSI-O,SSI,11.0
5000,sent [chat] of [type],Take your resistor value and the voltage on the red thing and calculate the current,CP-S,CP,8.0
5000,sent [chat] of [type],Oh word,SESU-A,SESU,1.0
5000,sent [chat] of [type],no one change shit for a few,CEC-S,CEC,4.0
5000,sent [chat] of [type],yep right,SN-A,SN,10.0
5000,sent [chat] of [type],whats everyones goal voltahge,SESU-P,SESU,1.0
5000,sent [chat] of [type],3.51v,SSI-O,SSI,11.0
5000,sent [chat] of [type],2.62,SSI-O,SSI,11.0
5000,sent [chat] of [type],mine is 2.91,SSI-O,SSI,11.0
4400,performed [calculation] with [result],3.51+2.62+2.91,CE-E,CE,5.0
5000,sent [chat] of [type],So the calculators saying I should be at 361ohm,SSI-O,SSI,11.0
5000,sent [chat] of [type],but that's not an option I have 390 and 330,SSI-O,SSI,11.0
5000,sent [chat] of [type],Mine's at 390 rn I think,SSI-O,SSI,11.0
5000,sent [chat] of [type],the total whats everyones current,SESU-P,SESU,1.0
5000,sent [chat] of [type],0.009718,SSI-O,SSI,11.0
5000,sent [chat] of [type],the total voltage between the three of us is 9.04,SSI-O,SSI,11.0
5000,sent [chat] of [type],I did 3.97v (what the multimeter shows rn) divided by 390ohm (what the thing on the breadboard is rn),CEC-R,CEC,4.0
5000,sent [chat] of [type],0.009703,SSI-O,SSI,11.0
5000,sent [chat] of [type],then divided my target voltage by .009718,CEC-R,CEC,4.0
5000,sent [chat] of [type],got 361ohm,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
3500,opened zoom,,CM-G,CM,7.0
5000,sent [chat] of [type],hold on everyone switch the multimeter to the amp side for 200MU,CP-S,CP,8.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
5000,sent [chat] of [type],let me know what it is mine says .2,SESU-P,SESU,1.0
5000,sent [chat] of [type],.1 here,SSI-O,SSI,11.0
5000,sent [chat] of [type],i got 13.2?,SESU-P,SESU,1.0
5000,sent [chat] of [type],Oh nah,SESU-A,SESU,1.0
5000,sent [chat] of [type],LMFAO are they really gonna read this chat,SMC-O,SMC,3.0
5000,sent [chat] of [type],u mean 200 u right?,SESU-P,SESU,1.0
5000,sent [chat] of [type],The smallest amperage reading,SMC-O,SMC,3.0
5000,sent [chat] of [type],not 200m,SN-D,SN,10.0
5000,sent [chat] of [type],ok i got 1,SSI-O,SSI,11.0
5000,sent [chat] of [type],Yer,SN-A,SN,10.0
5000,sent [chat] of [type],Whoever's reading this chat,SMC-O,SMC,3.0
5000,sent [chat] of [type],This shits kinda buns tbh lol,SMC-I,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],the bad kinda buns,SMC-O,SMC,3.0
5000,sent [chat] of [type],OH shit,SSI-U,SSI,11.0
5000,sent [chat] of [type],I was reading impedence,SMC-O,SMC,3.0
5000,sent [chat] of [type],Amperage says 15.6,SSI-O,SSI,11.0
5000,sent [chat] of [type],my b,SMC-R,SMC,3.0
4400,performed [calculation] with [result],.2*150,CE-E,CE,5.0
3500,opened zoom,,CM-G,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
5000,sent [chat] of [type],moving mine from 390 to 330 puts me at 3.4,CEC-R,CEC,4.0
5000,sent [chat] of [type],v,SESU-A,SESU,1.0
5000,sent [chat] of [type],If i could heart react that i would,SMC-O,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],Dude walked behind me I blocked the chat with the calculator lmao,SMC-O,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],Ooooo 3.58 showing up on mine,SSI-O,SSI,11.0
5000,sent [chat] of [type],Spidey sense is tingling,SMC-O,SMC,3.0
4400,performed [calculation] with [result],30+3.51+2.91+2.62,CE-E,CE,5.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4400,performed [calculation] with [result],3.58/390,CE-E,CE,5.0
4400,performed [calculation] with [result],3.51/0.00917948717948718,CE-E,CE,5.0
5000,sent [chat] of [type],recalculated my current and it says my R should be 381ohm now,CEC-R,CEC,4.0
5000,sent [chat] of [type],I have 390ohm on the board,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],Should I go up one?,SESU-P,SESU,1.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],470ohm showing 3.67,SSI-O,SSI,11.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
5000,sent [chat] of [type],2.46--270,SSI-O,SSI,11.0
5000,sent [chat] of [type],3.51--395,SSI-O,SSI,11.0
5000,sent [chat] of [type],Go up to 395 dog,CEC-S,CEC,4.0
5000,sent [chat] of [type],2.91--327,SSI-O,SSI,11.0
5000,sent [chat] of [type],Oh wait 327,SSI-U,SSI,11.0
5000,sent [chat] of [type],try this,CP-S,CP,8.0
5000,sent [chat] of [type],Yea leave it at 327,SN-A,SN,10.0
5000,sent [chat] of [type],I'll go down one,CEC-R,CEC,4.0
5000,sent [chat] of [type],i am 270 now,SSI-O,SSI,11.0
5000,sent [chat] of [type],Go up real quick,CP-S,CP,8.0
5000,sent [chat] of [type],@hamster,CMC-G,CMC,2.0
5000,sent [chat] of [type],u still here hamster?,CMC-G,CMC,2.0
5000,sent [chat] of [type],Might be on the wheel,SMC-O,SMC,3.0
5000,sent [chat] of [type],yea my bad,SN-A,SN,10.0
5000,sent [chat] of [type],wass gud,SMC-R,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],it is ok try 270,CP-S,CP,8.0
5000,sent [chat] of [type],mb 327,SSI-U,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],Ooof,SESU-A,SESU,1.0
5000,sent [chat] of [type],i am 2.5 now,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],3.42,SSI-O,SSI,11.0
5000,sent [chat] of [type],Thats i,CMC-S,CMC,2.0
5000,sent [chat] of [type],it,CMC-S,CMC,2.0
5000,sent [chat] of [type],I gotta go up,CEC-R,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],shit im at my goal voltage,CMC-S,CMC,2.0
5000,sent [chat] of [type],alright someone go down now,CP-S,CP,8.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],Yea you're the last resistor in the series,SN-A,SN,10.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],Ours aren't tho,SN-D,SN,10.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],Or I'm circuit 1,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],3.67 showing up,SSI-O,SSI,11.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],I'm at 470,SSI-O,SSI,11.0
5000,sent [chat] of [type],3.85 now,SSI-O,SSI,11.0
3500,opened zoom,,CM-G,CM,7.0
5000,sent [chat] of [type],I didn't change,CEC-R,CEC,4.0
5000,sent [chat] of [type],Gonna do 390,CEC-R,CEC,4.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
5000,sent [chat] of [type],2.37 now,SSI-O,SSI,11.0
5000,sent [chat] of [type],3.42...,SSI-O,SSI,11.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
5000,sent [chat] of [type],need a little bit more,CMC-S,CMC,2.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
5000,sent [chat] of [type],same,SESU-A,SESU,1.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
5000,sent [chat] of [type],Hamster my man,CMC-G,CMC,2.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
5000,sent [chat] of [type],Go up one,CEC-S,CEC,4.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],just did,CEC-R,CEC,4.0
5000,sent [chat] of [type],now im at 2.91,SSI-O,SSI,11.0
5000,sent [chat] of [type],other way other way,CP-S,CP,8.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],Dope,SMC-R,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],Aw not dope,SMC-R,SMC,3.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r3,CE-E,CE,5.0
5000,sent [chat] of [type],lmao,SMC-R,SMC,3.0
5000,sent [chat] of [type],Dope,SMC-R,SMC,3.0
