,Text,Label
50855,mine is 1.49,SSI-O
50856,mine is .99,SSI-O
50857,I'm at 100 ohms right now at .91,SSI-O
50858,im at 1.58 rn,SSI-O
50859,I'm at 1.06,SSI-O
50860,im at 8.64,SSI-O
50861,im just stuck at 1.53,SSI-O
50862,im at 8.37 rn,SSI-O
50863,I'm at 1.05 with 150 ohms,SSI-O
50864,mine is 220,SSI-O
50865,im using 1.2k,SSI-O
50866,mine went up to 8.57,SSI-O
50867,aw dang mine went up to 1.07,SSI-O
50868,mine went down to 1.29,SSI-O
50869,used 1k and went down to 7.89,SSI-O
50870,i went down to 120 ohms and im at .97,SSI-O
50871,it went back to .85,SSI-O
50872,i was just at 8.28 for a second,SSI-O
50873,still stuck at 1.53,SSI-O
50874,im at 1.02,SSI-O
50875,whatever you did brought me down to 1.51 for a second,SSI-O
50876,okay im at 180 ohms,SSI-O
50877,mine went up to 1.23 volts,SSI-O
50878,okay im at 120 ohms and .99 volts,SSI-O
50879,now its .97,SSI-O
50880,ooh im at 1.49,SSI-O
50881,my goal is 1.73 volts,SSI-O
50882,goal is 6.45,SSI-O
50883,mine is 4.4,SSI-O
50884,"with a 270 ohm resistor, my meter reads 4.61 volts",SSI-O
50885,imm at 100 ohms with 1.71 volts,SSI-O
50886,mine just went down to 4.5,SSI-O
50887,jk just went back,SSI-O
50888,mine is 101.1 and I'm at 100 ohm right now,SSI-O
50889,mine is 4.02,SSI-O
50890,im at 6.45 now,SSI-O
50891,im at 1.37 at 100 ohms,SSI-O
50892,1.23,SSI-O
50893,and i was dividing the current volts by each resistor we were using,SSI-O
50894,im at 4.59 rn with a 390 resistor,SSI-O
50895,im at 1.76 with 150 ohms,SSI-O
50896,1.14,SSI-O
50897,1.23 jk,SSI-O
50898,mines at 4.44 now,SSI-O
50899,im at 6.37 now,SSI-O
50900,without changing it,SSI-O
50901,and your voltage,SSI-O
50902,390,SSI-O
50903,560 and im at 6.37,SSI-O
50904,im at 4.44,SSI-O
50905,she gave me the formula E = I x R0 + I x R1 + I x R2 + I x R3,SSI-O
50906,im at 100 ohms with 1.14 volts,SSI-O
50907,i got .0114 for the current,SSI-O
50908,and when I plugged that in I got E = .0114 x R0 + 11.97,SSI-O
50909,"idk if any of that makes sense, but that was using the resistances you guys had and plugging in the current I got",SSI-O
50910,oh i see so for mine at least im just solving for R2,SSI-O
50911,current,SSI-O
50912,"Idk if I did that formula right, I got 0.04 as I",SSI-O
50913,oh actually mines exact now,SSI-O
50914,E is the sum of all of the voltages,SSI-O
50915,my voltage is 5.88,SSI-O
50916,Mines at 1.82,SSI-O
50917,i have to find 1.56V,SSI-O
50919,9.26+ voltage of R0,SSI-O
50920,1.56,SSI-O
50921,5.88,SSI-O
50922,1.9,SSI-O
50923,i got 6.21V for R0,SSI-O
50924,wait my voltage isn't the same anymore,SSI-O
50925,just need to figure out how,SSI-O
50926,maybe we do 1.56 = I x R0 and solve for I,SSI-O
50927,thats really small number tho,SSI-O
50928,ohm,SSI-O
50929,i have 1000 ohm too for R0,SSI-O
50930,the 6.21V i got when i changed the resistor to 1000 and read the meter,SSI-O
50931,thats what we just tried,SSI-O
50932,oh i guess not because its not R0,SSI-O
50933,mines 180 ohms,SSI-O
50934,680,SSI-O
50935,mine is 220,SSI-O
50936,we know the voltage of R1 + R2 + R3,SSI-O
50937,so for me 1.56V = I x 180ohms then I = 0.00867,SSI-O
50938,so thats I,SSI-O
50939,I got 1.9V=Ix220ohm and got .008636,SSI-O
50940,so V=8.63 for R0,SSI-O
50941,or 8.6,SSI-O
50942,V=IR and R=1000                                              1000X.0086=8.6 V,SSI-O
50943,so add that to 9.34V,SSI-O
50944,which is 17.94,SSI-O
50945,so then multiply that times I,SSI-O
50946,which is 0.154,SSI-O
50947,oh wait maybe it is 17.94,SSI-O
50948,E=V0+V1+V2+V3,SSI-O
50949,it said that in the intro video,SSI-O
50950,680,SSI-O
50951,220,SSI-O
50952,180,SSI-O
50953,or only once,SSI-O
50954,it looks like i still can,SSI-O
50955,how we got our answer,SSI-O
50956,its 18,SSI-O
50957,Iowa got 128.7 ohm,SSI-O
50958,e= 7 volts. goal is 1.75 volts,SSI-O
50959,red on the left,SSI-O
50960,it has to be as close to 1.75 as you can,SSI-O
50961,2.44V,SSI-O
50962,when i put 390 ohm,SSI-O
50963,i get 1.73,SSI-O
50964,same,SSI-O
50965,now it's 1.82,SSI-O
50966,mine is at 1.67 with 330,SSI-O
50967,1.75,SSI-O
50968,at 330,SSI-O
50969,4.15V with 680ohm,SSI-O
50970,"e = 10 volts, R0= 100, goal is 2.34v",SSI-O
50971,okay my goal is 1.88,SSI-O
50972,mine is 4.22,SSI-O
50973,i am at 1.93v at 270 ohm,SSI-O
50974,4.23V at 470 ohm,SSI-O
50975,i am 1.86 at  180,SSI-O
50976,2.27 volts at 220 ohm,SSI-O
50977,2.27 need 2.34,SSI-O
50978,at 2.65 now,SSI-O
50979,4.53 now,SSI-O
50980,i am at 1.88,SSI-O
50981,4.12 at 330 ohm,SSI-O
50982,2.37 need 2.34,SSI-O
50983,my target is 7.2,SSI-O
50984,2.38V,SSI-O
50985,"e = ?, r0 = 560 ohm, goal is 3.39 volts",SSI-O
50986,2.25 at 270ohm,SSI-O
50987,2.32 at 270ohm,SSI-O
50988,now it chagned,SSI-O
50989,i got 2.07 now,SSI-O
50990,270ohm,SSI-O
50991,my resistor is at 390 ohm,SSI-O
50992,right now 2.25V,SSI-O
50993,with 220ohm,SSI-O
50994,now it's 2.07V,SSI-O
50995,now 2,SSI-O
50996,2.32,SSI-O
50997,back at 390,SSI-O
50998,at 330,SSI-O
50999,"E is unknown, R0 = 560 ƒ??, your goal is to make your voltage 2.38 volts.",SSI-O
51000,at 2.32,SSI-O
51001,at 330 ohm. im at 2.83 rn and the target is 3.39,SSI-O
51002,with 270ohm,SSI-O
51003,now 2.25,SSI-O
51004,390 ohm. at 3.25 target is 3.39,SSI-O
51005,i need to go higher,SSI-O
51006,i am at 100ohm,SSI-O
51007,7.2,SSI-O
51008,is mine,SSI-O
51009,0.94,SSI-O
51010,"r0=560 , and goal is 3.39  volts",SSI-O
51011,"E is unknown, R0 = 560 ƒ??, your goal is to make your voltage 2.38 volts",SSI-O
51012,idk if it will help but i calculated current,SSI-O
51013,at 3.36 need to be at 3.39,SSI-O
51014,and it's .0087A,SSI-O
51015,2.38 +3.39+ 7.2=,SSI-O
51016,that what E is,SSI-O
51017,so i need 273.56321ohm,SSI-O
51018,13,SSI-O
51019,V=IR,SSI-O
51020,so i am at 100ohm and i got 0.87V,SSI-O
51021,"R0 = 560 ƒ??, your goal is to make your voltage 7.2 volts.",SSI-O
51022,current is all same,SSI-O
51023,so  I am thinking we can do our calculation,SSI-O
51024,and come up with each voltage,SSI-O
51025,and i will calculate voltage for RO,SSI-O
51026,and we can add em up,SSI-O
51027,my r is 560,SSI-O
51028,mine is 271,SSI-O
51029,271,SSI-O
51030,my r is 560,SSI-O
51031,Ro(560ohm)*.0087(I),SSI-O
51032,"i have 4,872V for RO",SSI-O
51033,okay so mine woukd be 560 *0.072,SSI-O
51034,my goal is 2.38,SSI-O
51035,and Ro is about 4V,SSI-O
51036,im at 3.47 and my goal is 3.39,SSI-O
51037,okay so 4.872+2.38+3.39,SSI-O
51038,without utah i got 10V,SSI-O
51039,she  explianed it as said i ro is 560 riht,SSI-O
51040,my V is 7.2,SSI-O
51041,i sum it up and we supposed to have 17.842,SSI-O
51042,i punched thisnumber in and it says it's wrong haha,SSI-O
51043,17 it is,SSI-O
51044,aye i am at 270,SSI-O
51045,i am at 0.04,SSI-O
51046,when it says your goal is to make your voltage something,SSI-O
51047,this is what i got,SSI-O
51048,2.17v with 270ohm,SSI-O
51049,voltage/,SSI-O
51050,aye everyone has their values,SSI-O
51051,my goal is set for 3.75V,SSI-O
51052,I have 120 Ohms of resistance,SSI-O
51053,my goals is 2.53V,SSI-O
51054,my goal is 0.78V,SSI-O
51055,mine is 3.05,SSI-O
51056,Okay currently with 270 Ohms i am reading 2.62,SSI-O
51057,now its 2.81,SSI-O
51058,i have a reading of 0.78 at 120 ohms,SSI-O
51059,my value is showing,SSI-O
51060,my goal is 9.56,SSI-O
51061,my goal is 4.55V,SSI-O
51062,my goal is 1.75V,SSI-O
51063,mine was 820 ohms,SSI-O
51064,mine is 150 Ohms,SSI-O
51065,Don't forget the R0 value too!,SSI-O
51066,E can also be equal to IxR0 + IxR1...,SSI-O
51067,i have no clue it didnt say,SSI-O
51068,"that was just for our resistor values, nevermind",SSI-O
51069,"I think the reason why E is wrong is  because we didn't add the voltage for R0, that's why it can't be 15.86V",SSI-O
51070,820 ohms,SSI-O
51071,okay when changing my resistor to the 270 Ohms they use in the internal resistor (R0) I read 2.93V. Everything added up I got a total of 18.79V across all resistors and 1630 Ohms across all resistors. But that is before calculating current with I=V/R,SSI-O
51072,I got a current of 11.53 by using I=V/R where V= 18.79v and R= 1.63 Micro Ohms,SSI-O
51073,I have a current reading of 15.32mA,SSI-O
51074,i have a reading of 23.5mA,SSI-O
51075,i got 0.012A or 1.12mA,SSI-O
51076,0.01165 or 1.17,SSI-O
51077,when i divided my voltage (1.75v) by my resistance (150 Ohms) i got 0.011666,SSI-O
51078,or 1.17mA,SSI-O
51079,19 volts,SSI-O
51080,I got 19.0709. So 19,SSI-O
51081,My goal is 4.5,SSI-O
51082,I've got 4.5 on my multimeter,SSI-O
51083,I think E=I x R,SSI-O
51084,that thye gave me,SSI-O
51085,"Okay I'm struggling to even figure out where to put my numbers, my numbers are E=18 and r0=150",SSI-O
51086,my goal is 2.88 volts,SSI-O
51087,Ive got 6.12,SSI-O
51088,My goal is .61 volts,SSI-O
51089,Mine says .61 right now,SSI-O
51090,Never mind it just changed,SSI-O
51091,E= I x R,SSI-O
51092,"Me either, I have E=12v, Ro= 390 and goal of 6.12V",SSI-O
51093,I have those same numbers by .61 volts,SSI-O
51094,Mine reads .59 right now,SSI-O
51095,I'm at 2.78 but need 2.88,SSI-O
51096,Mine dropped,SSI-O
51097,okay im at 2.90,SSI-O
51098,If i put mine up another resistor I am over,SSI-O
51099,Im at .51 now,SSI-O
51100,Mine is jumping from .59 to .61,SSI-O
51101,I'm at 2.78 at 390 ohms,SSI-O
51102,Im at .59 at 82 ohms,SSI-O
51103,I am at 5.85 at 820 ohms,SSI-O
51104,Now 6.07,SSI-O
51105,back down to 5.85,SSI-O
51106,formula,SSI-O
51107,obviously e is 12,SSI-O
51108,Banu just told me the formula we need is E=IR+(IxR1)+(IxR2) +(IxR3),SSI-O
51109,where the values of R1 R2 and R3 would be our three different resistors,SSI-O
51110,I think I is .0307,SSI-O
51111,I believe it is 12/390 assuming E=IR,SSI-O
51112,I really think the resistor I need to use is either 82 or 68 ohms,SSI-O
51113,R0 is defenitely 390,SSI-O
51114,I'm at 2.78 at 390,SSI-O
51115,100 brings me to .71,SSI-O
51116,I need 0.76,SSI-O
51117,my goal is voltage to 2.37,SSI-O
51118,i need 1.4,SSI-O
51119,I'm at 2.33 at 560,SSI-O
51120,1.62 with a 390 ohm resistor,SSI-O
51121,okay im at 2.41,SSI-O
51122,Im at 1.42 now,SSI-O
51123,Probably with the formula I have cuz I have the whole right side now,SSI-O
51124,560,SSI-O
51125,180 ohms,SSI-O
51126,330,SSI-O
51127,that banu told you,SSI-O
51128,I feel like I solved it but it wont work,SSI-O
51129,E=IxR0+V1+V2+V3,SSI-O
51130,I should be .00424 if im not mistaken,SSI-O
51131,for me it would be 1.4/330,SSI-O
51132,for you guys it would be whatever your voltage is divided by resistor,SSI-O
51133,So like the resistor I had was 330 when we completed it,SSI-O
51134,All of our voltage values,SSI-O
51135,so 1.4 .76 2.73,SSI-O
51136,mine is 2.37,SSI-O
51137,and its volts,SSI-O
51138,So E= your 2.37 / your resistance then that value you just solved for x 1890,SSI-O
51139,Mine is 8 volts,SSI-O
51140,It didn,SSI-O
51141,didnt like that I put in the exact value,SSI-O
51142,My exact value was 8.36 and it said that was wrong until I plugged in 8,SSI-O
51143,Yeah mine was 7.99 and i rounded to 8,SSI-O
51144,well we have all the numbers for this one,SSI-O
51145,ight my goal is 4volts,SSI-O
51146,my is 4 V,SSI-O
51147,im ready whenever,SSI-O
51148,ready,SSI-O
51149,okay so my volt needs to be 0.63,SSI-O
51150,mine needs to be 2.95,SSI-O
51151,mine is 0.95 V,SSI-O
51152,like mines decreasing when i have it at a set value,SSI-O
51153,470,SSI-O
51154,470,SSI-O
51155,1.75 v,SSI-O
51156,im at .67 v at 150 resistance,SSI-O
51157,im at 2.65,SSI-O
51158,at 180 ohms it lowers mine to 1 V but i need it to be at .95 V,SSI-O
51159,0.63,SSI-O
51160,0.95,SSI-O
51161,what i need,SSI-O
51162,my goal is 2.22,SSI-O
51163,4.66,SSI-O
51164,my goal is 1.25,SSI-O
51165,im at 4.62 volts atm,SSI-O
51166,need 4.66,SSI-O
51167,i dont have a better idea hahaha,SSI-O
51168,the resistances are added up R1 + R2 +R3,SSI-O
51169,thats what i was thinking at sea,SSI-O
51170,is it different for everyone. mine is 330 ohms,SSI-O
51171,im at 1.3V right now and i need to get to 1.25 so...,SSI-O
51172,2.15,SSI-O
51173,i need 2.22,SSI-O
51174,well im second,SSI-O
51175,down in resistance to increase voltage,SSI-O
51176,so im at 4.83 v i need to be at 4.66,SSI-O
51177,so the first person is the voltage after its been decreased by the r0,SSI-O
51178,470,SSI-O
51179,i have mine set to 270,SSI-O
51180,so what i was thinking,SSI-O
51181,we each indivdually have our own R0,SSI-O
51182,so in the circuit below,SSI-O
51183,we have R0 in series with R1 R2 R3,SSI-O
51184,330,SSI-O
51185,330,SSI-O
51186,we all have the same,SSI-O
51187,we each have our own resistance,SSI-O
51188,4.66,SSI-O
51189,my resistance is 390,SSI-O
51190,820,SSI-O
51191,220,SSI-O
51192,dont forget 330,SSI-O
51193,I have R2. My goal is 4V,SSI-O
51194,"I have R0, my goal voltage is 4V",SSI-O
51195,*R1,SSI-O
51196,DCV 20,SSI-O
51197,"Okay, I have R1",SSI-O
51198,"Then R2, then R3 has the smaller resistance",SSI-O
51199,I have R3,SSI-O
51200,it reads 0.00,SSI-O
51201,Mine is reading 4,SSI-O
51202,Now it reads 4,SSI-O
51203,now it says 4,SSI-O
51204,I have R1 again with a goal voltage of 5.82.,SSI-O
51205,I have R3 and my goal is 1.28V,SSI-O
51206,Peach R2 with a goal of 3.34 volts,SSI-O
51207,Okay my voltmeter reads that im at 2.41V right now. With a resistance of 330,SSI-O
51208,mine reads 7.31,SSI-O
51209,"So every time you increase your resistance, you increase the current",SSI-O
51210,At 0.03V now,SSI-O
51211,Im at a resistance of 560 right now and im reading 3.29V. i need to get it to 5.82V,SSI-O
51212,"Well, once R1 is done adjusting, R2 will adjust and mess it up",SSI-O
51213,Because the total current is dependent on the total resistance,SSI-O
51214,So let's say the total resistance in is 2000 ohms,SSI-O
51215,Then the current would be 0.0095,SSI-O
51216,With R1 having the higher resistance and R2 following then R3,SSI-O
51217,The reason why all 3 of us need to add up to 1000 ohms is because R0 is 1000 ohms,SSI-O
51218,it reads 3.03,SSI-O
51219,Only lets me set to 470 or 560,SSI-O
51220,R2,SSI-O
51221,i'm at 330,SSI-O
51222,R2 330 and the meter reads 3.03,SSI-O
51223,R1 at 470 reading 4.31,SSI-O
51224,goal is 5.82,SSI-O
51225,"At 680 and reading 5.67, almost at 5.82",SSI-O
51226,330 Ohms and 2.68 DCV 20,SSI-O
51227,3.34 volts,SSI-O
51228,just me and peach already exceed the overall resistance,SSI-O
51229,5.38V with a resistance of 680,SSI-O
51230,"R1, goal is 3.6V",SSI-O
51231,Im not,SSI-O
51232,R2 390Ohms,SSI-O
51233,goal is 7.47,SSI-O
51234,I'm R2,SSI-O
51235,im R3,SSI-O
51236,Ok. So that means that R3 needs a small resistance,SSI-O
51237,3.08,SSI-O
51238,R2 = 3.08,SSI-O
51239,R1=3.08,SSI-O
51240,R3 = 3.08,SSI-O
51241,"Im at 3.08V, need to get to 3.6V",SSI-O
51242,R3 at 390 ohms 7.7 on the meter and my goal is 7.47,SSI-O
51243,its 7.04 now,SSI-O
51244,that made it lower,SSI-O
51245,maybe I should increase mine,SSI-O
51246,i was at 390,SSI-O
51247,"Im at 3V, need to be at 3.6",SSI-O
51248,220 is the R0,SSI-O
51249,150 and 3V,SSI-O
51250,My goal is 3.6V lol,SSI-O
51251,Now im at 3.55V,SSI-O
51252,330 Ohms,SSI-O
51253,6.5 on meter,SSI-O
51254,7.47 is my goal,SSI-O
51255,7.01,SSI-O
51256,my goal is 4.75,SSI-O
51257,that gets me 5.91 volts,SSI-O
51258,It has to be 470 ohms. We each have to have the same voltage drop and that means we multiply 4.75 by 3 and subtract the total (19) to get 4.75 V for the 470 ohm resistor meaning ours has to be 470 ohms,SSI-O
51259,my goal is 3.33 v,SSI-O
51260,mines 2.81,SSI-O
51261,4.01,SSI-O
51262,330 for Baked,SSI-O
51263,470 for Fries,SSI-O
51264,470,SSI-O
51265,goal is 4.65,SSI-O
51266,my goal is 1.95,SSI-O
51267,2.12,SSI-O
51268,im at 1.68 i need 1.69,SSI-O
51269,I get up to 4.77 volts,SSI-O
51270,180,SSI-O
51271,Mine is 180,SSI-O
51272,390,SSI-O
51273,2.13 just then,SSI-O
51274,im at 1.69,SSI-O
51275,I'm at .66,SSI-O
51276,and the only way to find that out is using the current. and we can find the current once the resistors match as we will have the total resistance along with the current.,SSI-O
51277,150 Ohms,SSI-O
51278,120 Ohms,SSI-O
51279,im at 330,SSI-O
51280,was 680*.01667,SSI-O
51281,i dont have a calculator,SSI-O
51282,13.026,SSI-O
51283,It wrong,SSI-O
51284,its 11.024 volts,SSI-O
51285,the current is .01413,SSI-O
51286,so it's 780 * .o1413,SSI-O
51287,my current is .01607,SSI-O
51288,i got .01413 as well,SSI-O
51289,Its to the nearest whole number it was 11 volts,SSI-O
51290,goal is 3.25,SSI-O
51291,im at 4.41,SSI-O
51292,4.02 now,SSI-O
51293,it changes all of them,SSI-O
51294,i got 3.57,SSI-O
51295,same here 3.57,SSI-O
51296,im at 3.58,SSI-O
51297,im at 3.08,SSI-O
51298,"3,25",SSI-O
51299,1.64,SSI-O
51300,at 90,SSI-O
51301,1.51,SSI-O
51302,im at 3.27,SSI-O
51303,at 3.68,SSI-O
51304,im at 1.72,SSI-O
51305,220 ohms,SSI-O
51306,lol im at 470,SSI-O
51307,0.84,SSI-O
51308,"1,08 now",SSI-O
51309,im  at 180,SSI-O
51310,im at 150,SSI-O
51311,im at 390,SSI-O
51312,im at 180,SSI-O
51313,at 120 with .99,SSI-O
51314,im at 3.23,SSI-O
51315,theres 1.7 for me,SSI-O
51316,now its 1.66,SSI-O
51317,i have 1.7,SSI-O
51318,im at 3.66,SSI-O
51319,goal is 3.64,SSI-O
51320,nice im at 1.7,SSI-O
51321,E = I*R,SSI-O
51322,so its volts,SSI-O
51323,only two units to choose from,SSI-O
51324,im at 4.34 and goal is 6.44,SSI-O
51325,220 ohm resistor,SSI-O
51326,my goal is 1.71,SSI-O
51327,mine is 7.77,SSI-O
51328,im at 6.49,SSI-O
51329,im at 390 ohms,SSI-O
51330,im at 470,SSI-O
51331,puts me at 6.77,SSI-O
51332,6.26 now,SSI-O
51333,back to 6.26,SSI-O
51334,7.08 right now,SSI-O
51335,8.5,SSI-O
51336,6.15,SSI-O
51337,im at 6.44,SSI-O
51338,im at 7.89,SSI-O
51339,at 144,SSI-O
51340,1.71,SSI-O
51341,150 ohms,SSI-O
51342,im at 820,SSI-O
51343,im at 6.44,SSI-O
51344,im at 680 ohms,SSI-O
51345,180 ohms,SSI-O
51346,im at 820,SSI-O
51347,so 1680 ohms,SSI-O
51348,he said we need vin and total resistance,SSI-O
51349,mine is 6.44,SSI-O
51350,7.77,SSI-O
51351,1.71,SSI-O
51352,15.92,SSI-O
51353,and 1680 ohms,SSI-O
51354,so i got .009,SSI-O
51355,so 9.47mA,SSI-O
51356,2.08 volts for r0,SSI-O
51357,18 volts,SSI-O
51358,its 18,SSI-O
51359,it is 18,SSI-O
51360,tiger is 180 and lion is 820,SSI-O
51361,MY GOAL IS 2 VOLTS,SSI-O
51362,my goal is 2 volts,SSI-O
51363,ALL THE SAME OK,SSI-O
51364,2,SSI-O
51365,i have 2.12,SSI-O
51366,2.59,SSI-O
51367,i have 1.18,SSI-O
51368,color code,SSI-O
51369,at 2.06,SSI-O
51370,IM AT 2.41,SSI-O
51371,im at 1.97,SSI-O
51372,2.32,SSI-O
51373,1.89,SSI-O
51374,IM AT 2,SSI-O
51375,GOAL 4.87,SSI-O
51376,IM AT 2.63,SSI-O
51377,goal is .89,SSI-O
51378,goal is 5.94,SSI-O
51379,yours is highest,SSI-O
51380,my reading is 3.15,SSI-O
51381,SEAGULL IS GOING FIRST APPARENTLY,SSI-O
51382,MY V KEEPS CHANGING,SSI-O
51383,538,SSI-O
51384,my goal is 1.77,SSI-O
51385,GOAL 2.16,SSI-O
51386,my goal is 3.83,SSI-O
51387,reading is 1.43,SSI-O
51388,5,SSI-O
51389,at 2.85,SSI-O
51390,at 3.28,SSI-O
51391,3.73,SSI-O
51392,1.69,SSI-O
51393,at 3.55,SSI-O
51394,1.78 GOAL 2.16,SSI-O
51395,1.92 GOAL 2.16,SSI-O
51396,need 3.83,SSI-O
51397,1.75,SSI-O
51398,at 4.46,SSI-O
51399,at 4.01,SSI-O
51400,need 3.83,SSI-O
51401,IM AT 2.3 NEED 2.16,SSI-O
51402,IM AT 2.02,SSI-O
51403,NEED 2.16,SSI-O
51404,1.65,SSI-O
51405,2.16V IS MINE,SSI-O
51406,mine is 1.77,SSI-O
51407,7.76 VOLTS,SSI-O
51408,7.76,SSI-O
51409,MINE IS 220,SSI-O
51410,mine3.8.,SSI-O
51411,OHMS,SSI-O
51412,186.44,SSI-O
51413,MY R IS 220,SSI-O
51414,3.83+2.20+?,SSI-O
51415,180,SSI-O
51416,220 PLUS 330 PLUS 390 PLUS 180,SSI-O
51417,390 resistance,SSI-O
51418,1120,SSI-O
51419,CURRENT WOULD BE V/R,SSI-O
51420,CURRENT IS .009818,SSI-O
51421,i=.00983?,SSI-O
51422,0.0116,SSI-O
51423,3.24,SSI-O
51424,11,SSI-O
51425,need 2.63,SSI-O
51426,GOAL 1.86 HAVE 2.36,SSI-O
51427,at2.88,SSI-O
51428,4.76 have 4.89,SSI-O
51429,3.9 needed,SSI-O
51430,4.62,SSI-O
51431,at 3.24,SSI-O
51432,at 3.5,SSI-O
51433,need.2,SSI-O
51434,need.5,SSI-O
51435,at3.8,SSI-O
51436,270,SSI-O
51437,0.13,SSI-O
51438,560,SSI-O
51439,4.1,SSI-O
51440,4.4,SSI-O
51441,3.8,SSI-O
51442,3.5,SSI-O
51443,680,SSI-O
51444,560,SSI-O
51445,4.3,SSI-O
51446,at 560,SSI-O
51447,4.82,SSI-O
51448,4.67,SSI-O
51449,ok so our total R is 220,SSI-O
51450,that puts us at 330ohms,SSI-O
51451,so the current is going to be .0818,SSI-O
51452,if its 18v and the total r is 220 and we divide the v/r,SSI-O
51453,ryan said he would figure it out,SSI-O
51454,hes checking his notes,SSI-O
51455,i think im at 4.7 v rn,SSI-O
51456,4.5,SSI-O
51457,mine is 4.5v,SSI-O
51458,mine says 4.66 rn,SSI-O
51459,0.08,SSI-O
51460,we have the current and the voltage he wants us at,SSI-O
51461,p=.36,SSI-O
51462,ok so we have the total v,SSI-O
51463,and we all have our personal v,SSI-O
51464,so 4.5x3 is 13.5,SSI-O
51465,wt 10,SSI-O
51466,.72v,SSI-O
51467,0.72,SSI-O
51468,12,SSI-O
51469,0.84,SSI-O
51470,4.17,SSI-O
51471,3.46,SSI-O
51472,v,SSI-O
51473,3.46,SSI-O
51474,at 220,SSI-O
51475,at 820,SSI-O
51476,or something,SSI-O
51477,5.59,SSI-O
51478,im trting to figure it out,SSI-O
51479,7.83,SSI-O
51480,im supposed to be at 1.72,SSI-O
51481,3.06,SSI-O
51482,1.9 volts,SSI-O
51483,im at 220,SSI-O
51484,6.92,SSI-O
51485,1.83,SSI-O
51486,1.02,SSI-O
51487,blue is 1.02,SSI-O
51488,so my resistance is at 390 right now,SSI-O
51489,im r1,SSI-O
51490,i need 4.5 volts,SSI-O
51491,i need 4.5 too,SSI-O
51492,11.25 for current,SSI-O
51493,so at the top its giving me 18 voltsa,SSI-O
51494,i thought current should be the same throughout the whole circuit,SSI-O
51495,maybe something with power,SSI-O
51496,sorry my goal is 4.5v,SSI-O
